0 0 0
0.153425 0.0833333 3.9109e-33
0.306849 0.166667 1.25343e-17
0.460274 0.25 2.68073e-12
0.613699 0.333333 1.59767e-10
0.767123 0.416667 3.67734e-10
0.920548 0.5 3.86214e-10
1.07397 0.583333 3.85838e-10
1.2274 0.666667 3.88386e-10
1.38082 0.75 3.86566e-10
1.53425 0.833333 3.87295e-10
1.68767 0.916667 3.87766e-10
1.8411 1 3.86035e-10
1.99452 1.08333 3.88071e-10
2.14795 1.16667 3.89165e-10
2.30137 1.25 3.88059e-10
2.45479 1.33333 3.8826e-10
2.60822 1.41667 3.86846e-10
2.76164 1.5 3.86174e-10
2.91507 1.58333 3.86408e-10
3.06849 1.66667 3.87633e-10
3.22192 1.75 3.89764e-10
3.37534 1.83333 3.87739e-10
3.52877 1.91667 3.87418e-10
3.68219 2 3.8722e-10
3.83562 2.08333 3.86703e-10
3.98904 2.16667 3.85365e-10
4.14247 2.25 3.85884e-10
4.29589 2.33333 3.90668e-10
4.44932 2.41667 3.89162e-10
4.60274 2.5 3.89046e-10
4.75616 2.58333 3.89737e-10
4.90959 2.66667 3.83582e-10
5.06301 2.75 3.81206e-10
5.21644 2.83333 3.93464e-10
5.36986 2.91667 6.35404e-10
5.52329 3 2.17703e-09
5.67671 3.08333 7.40884e-09
5.83014 3.16667 2.59197e-08
5.98356 3.25 9.35163e-08
6.13699 3.33333 3.46503e-07
6.29041 3.41667 1.31219e-06
6.44384 3.5 5.05862e-06
6.59726 3.58333 1.97915e-05
6.75068 3.66667 7.83928e-05
6.90411 3.75 0.000313668
7.05753 3.83333 0.00126432
7.21096 3.91667 0.00510177
7.36438 4 0.020187
7.51781 4.08333 0.0730878
7.67123 4.16667 0.206488
7.82466 4.25 0.401624
7.97808 4.33333 0.581765
8.13151 4.41667 0.715533
8.28493 4.5 0.807717
8.43836 4.58333 0.869808
8.59178 4.66667 0.911402
8.74521 4.75 0.939283
8.89863 4.83333 0.958032
9.05205 4.91667 0.970699
9.20548 5 0.979307
9.3589 5.08333 0.985198
9.51233 5.16667 0.989262
9.66575 5.25 0.992093
9.81918 5.33333 0.994088
9.9726 5.41667 0.995511
10.126 5.5 0.99654
10.2795 5.58333 0.997296
10.4329 5.66667 0.997859
